,movieId,title,genres,imdbId,tmdbId,tag,metadata,year
2464,3326,What Planet Are You From?,Comedy Sci-Fi,181151,10416.0,, Comedy Sci-Fi,2000
2465,3327,Beyond the Mat,Documentary,218043,14271.0,, Documentary,1999
2466,3328,Ghost Dog: The Way of the Samurai,Crime Drama,165798,4816.0,, Crime Drama,1999
2467,3329,The Year My Voice Broke,Drama Romance,94347,19958.0,, Drama Romance,1987
2468,3330,Splendor in the Grass,Drama Romance,55471,28569.0,adolescence sexuality,adolescence sexuality Drama Romance,1961
2469,3331,My Tutor,Drama,85980,2193.0,, Drama,1983
2470,3334,Key Largo,Crime Drama Film-Noir Thriller,40506,11016.0,, Crime Drama Film-Noir Thriller,1948
2471,3341,Born Yesterday,Comedy,42276,24481.0,remade,remade Comedy,1950
2472,3342,Birdy,Drama War,86969,11296.0,, Drama War,1984
2473,3344,Blood Feast,Horror,56875,28172.0,, Horror,1963
2474,3345,"Charlie, the Lonesome Cougar",Adventure Children,62793,57855.0,, Adventure Children,1967
2475,3347,Never Cry Wolf,Adventure Drama,86005,14280.0,, Adventure Drama,1983
2476,3350,"Raisin in the Sun, A",Drama,55353,29478.0,, Drama,1961
2477,3353,"Closer You Get, The",Comedy Romance,218112,73642.0,, Comedy Romance,2000
2478,3354,Mission to Mars,Sci-Fi,183523,2067.0,, Sci-Fi,2000
2479,3355,"Ninth Gate, The",Fantasy Horror Mystery Thriller,142688,622.0,, Fantasy Horror Mystery Thriller,1999
2480,3357,East-West (Est-ouest),Drama Romance,181530,28463.0,, Drama Romance,1999
2481,3358,Defending Your Life,Comedy Drama Fantasy Romance,101698,12186.0,, Comedy Drama Fantasy Romance,1991
2482,3359,Breaking Away,Comedy Drama,78902,20283.0,, Comedy Drama,1979
2483,3360,Hoosiers (a.k.a. Best Shot),Drama Romance,91217,5693.0,basketball,basketball Drama Romance,1986
2484,3361,Bull Durham,Comedy Drama Romance,94812,287.0,, Comedy Drama Romance,1988
2485,3362,Dog Day Afternoon,Crime Drama,72890,968.0,, Crime Drama,1975
2486,3363,American Graffiti,Comedy Drama,69704,838.0,, Comedy Drama,1973
2487,3364,"Asphalt Jungle, The",Crime Film-Noir,42208,16958.0,, Crime Film-Noir,1950
2488,3365,"Searchers, The",Drama Western,49730,3114.0,, Drama Western,1956
2489,3368,"Big Country, The",Romance Western,51411,12501.0,, Romance Western,1958
2490,3370,Betrayed,Drama Thriller,94731,31618.0,, Drama Thriller,1988
2491,3372,"Bridge at Remagen, The",Action War,64110,15873.0,, Action War,1969
2492,3374,Daughters of the Dust,Drama,104057,68427.0,, Drama,1991
2493,3378,"Ogre, The (Unhold, Der)",Drama,118043,48213.0,, Drama,1996
2494,3379,On the Beach,Drama,53137,35412.0,, Drama,1959
2495,3384,"Taking of Pelham One Two Three, The",Action Crime,72251,8333.0,subway,subway Action Crime,1974
2496,3385,Volunteers,Comedy,90274,19259.0,Peace Corp,Peace Corp Comedy,1985
2497,3386,JFK,Drama Mystery Thriller,102138,820.0,politics president,politics president Drama Mystery Thriller,1991
2498,3387,Who's Harry Crumb?,Comedy Mystery,98645,11718.0,, Comedy Mystery,1989
2499,3388,Harry and the Hendersons,Children Comedy,93148,8989.0,, Children Comedy,1987
2500,3389,Let's Get Harry,Action Adventure,91400,32031.0,, Action Adventure,1986
2501,3390,Shanghai Surprise,Adventure Crime Drama Romance,91934,58048.0,, Adventure Crime Drama Romance,1986
2502,3391,Who's That Girl?,Comedy,94321,26827.0,, Comedy,1987
2503,3392,She-Devil,Comedy,98309,11157.0,, Comedy,1989
2504,3393,Date with an Angel,Comedy Fantasy Romance,92834,28370.0,, Comedy Fantasy Romance,1987
2505,3394,Blind Date,Comedy Romance,92666,918.0,, Comedy Romance,1987
2506,3395,Nadine,Comedy,93596,61178.0,, Comedy,1987
2507,3396,"Muppet Movie, The",Adventure Children Comedy Musical,79588,11176.0,, Adventure Children Comedy Musical,1979
2508,3397,"Great Muppet Caper, The",Children Comedy,82474,14900.0,, Children Comedy,1981
2509,3398,"Muppets Take Manhattan, The",Children Comedy Musical,87755,11899.0,, Children Comedy Musical,1984
2510,3400,We're Back! A Dinosaur's Story,Adventure Animation Children Fantasy,108526,18890.0,, Adventure Animation Children Fantasy,1993
2511,3401,Baby... Secret of the Lost Legend,Adventure Sci-Fi,88760,19736.0,, Adventure Sci-Fi,1985
2512,3402,Turtle Diary,Comedy Drama Romance,90219,123047.0,, Comedy Drama Romance,1985
2513,3403,Raise the Titanic,Drama Thriller,81400,24575.0,, Drama Thriller,1980
2514,3404,Titanic,Action Drama,46435,16535.0,, Action Drama,1953
2515,3405,"Night to Remember, A",Action Drama,51994,10971.0,, Action Drama,1958
2516,3406,Captain Horatio Hornblower R.N.,Action Adventure Drama War,43379,23928.0,, Action Adventure Drama War,1951
2517,3408,Erin Brockovich,Drama,195685,462.0,scandal true story,scandal true story Drama,2000
2518,3409,Final Destination,Drama Thriller,195714,9532.0,, Drama Thriller,2000
2519,3410,Soft Fruit,Comedy Drama,180181,117259.0,, Comedy Drama,1999
2520,3412,"Bear, The (Ours, L')",Adventure Children Drama,95800,2383.0,, Adventure Children Drama,1988
2521,3414,Love Is a Many-Splendored Thing,Drama Romance War,48316,53879.0,, Drama Romance War,1955
2522,3415,"Mirror, The (Zerkalo)",Drama,72443,1396.0,, Drama,1975
2523,3417,"Crimson Pirate, The",Adventure Comedy,44517,11570.0,, Adventure Comedy,1952
2524,3418,Thelma & Louise,Adventure Crime Drama,103074,1541.0,, Adventure Crime Drama,1991
2525,3420,...And Justice for All,Drama Thriller,78718,17443.0,lawyers,lawyers Drama Thriller,1979
2526,3421,Animal House,Comedy,77975,8469.0,college TOGA,college TOGA Comedy,1978
2527,3422,She's Gotta Have It,Comedy Romance,91939,27995.0,, Comedy Romance,1986
2528,3423,School Daze,Drama,96054,36739.0,, Drama,1988
2529,3424,Do the Right Thing,Drama,97216,925.0,racism great cinematography,racism great cinematography Drama,1989
2530,3425,Mo' Better Blues,Drama Musical,100168,41823.0,, Drama Musical,1990
2531,3426,Jungle Fever,Drama Romance,102175,1713.0,, Drama Romance,1991
2532,3428,"Champ, The",Drama,78950,30547.0,, Drama,1979
2533,3429,Creature Comforts,Animation Comedy,99317,54825.0,aardman,aardman Animation Comedy,1989
2534,3430,Death Wish,Action Crime Drama,71402,13939.0,, Action Crime Drama,1974
2535,3431,Death Wish 2,Action Drama,82250,14373.0,, Action Drama,1982
2536,3432,Death Wish 3,Action Drama,89003,24873.0,, Action Drama,1985
2537,3433,Death Wish 4: The Crackdown,Action Drama,92857,26263.0,, Action Drama,1987
2538,3434,Death Wish 5: The Face of Death,Action Drama,109578,34746.0,, Action Drama,1994
2539,3435,Double Indemnity,Crime Drama Film-Noir,36775,996.0,Insurance,Insurance Crime Drama Film-Noir,1944
2540,3436,Dying Young,Drama Romance,101787,9079.0,, Drama Romance,1991
2541,3438,Teenage Mutant Ninja Turtles,Action Children Comedy Fantasy Sci-Fi,100758,1498.0,, Action Children Comedy Fantasy Sci-Fi,1990
2542,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action Children Fantasy,103060,1497.0,, Action Children Fantasy,1991
2543,3440,Teenage Mutant Ninja Turtles III,Action Adventure Children Comedy Fantasy,108308,1499.0,, Action Adventure Children Comedy Fantasy,1993
2544,3441,Red Dawn,Action Drama War,87985,1880.0,, Action Drama War,1984
2545,3442,Band of the Hand,Action Crime Drama,90693,33762.0,, Action Crime Drama,1986
2546,3444,Bloodsport,Action,92675,11690.0,, Action,1988
2547,3445,Eyes of Laura Mars,Mystery Thriller,77530,29143.0,, Mystery Thriller,1978
2548,3446,Funny Bones,Comedy Drama,113133,35292.0,, Comedy Drama,1995
2549,3447,"Good Earth, The",Drama,28944,36652.0,Pearl S Buck,Pearl S Buck Drama,1937
2550,3448,"Good Morning, Vietnam",Comedy Drama War,93105,801.0,, Comedy Drama War,1987
2551,3449,"Good Mother, The",Drama,95238,104301.0,, Drama,1988
2552,3450,Grumpy Old Men,Comedy,107050,11520.0,, Comedy,1993
2553,3451,Guess Who's Coming to Dinner,Drama,61735,1879.0,Hepburn and Tracy interracial marriage prejudice racism,Hepburn and Tracy interracial marriage prejudice racism Drama,1967
2554,3452,Romeo Must Die,Action Crime Romance Thriller,165929,2085.0,, Action Crime Romance Thriller,2000
2555,3453,Here on Earth,Drama Romance,195778,13539.0,, Drama Romance,2000
2556,3454,Whatever It Takes,Comedy Romance,202402,16222.0,, Comedy Romance,2000
2557,3455,Buddy Boy,Drama Thriller,146516,109479.0,, Drama Thriller,1999
2558,3459,Gothic,Drama Horror,91142,33516.0,, Drama Horror,1986
2559,3461,Lord of the Flies,Adventure Drama Thriller,57261,9960.0,island,island Adventure Drama Thriller,1963
2560,3462,Modern Times,Comedy Drama Romance,27977,3082.0,factory,factory Comedy Drama Romance,1936
2561,3466,Heart and Souls,Comedy Fantasy,107091,12187.0,, Comedy Fantasy,1993
2562,3467,Hud,Drama Western,57163,24748.0,, Drama Western,1963
2563,3468,"Hustler, The",Drama,54997,990.0,pool,pool Drama,1961
2564,3469,Inherit the Wind,Drama,53946,1908.0,court evolution religion,court evolution religion Drama,1960
2565,3470,Dersu Uzala,Adventure Drama,71411,9764.0,, Adventure Drama,1975
2566,3471,Close Encounters of the Third Kind,Adventure Drama Sci-Fi,75860,840.0,, Adventure Drama Sci-Fi,1977
2567,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),Comedy,74718,42237.0,, Comedy,1976
2568,3474,Retroactive,Sci-Fi Thriller,117468,26689.0,, Sci-Fi Thriller,1997
2569,3475,"Place in the Sun, A",Drama Romance,43924,25673.0,class,class Drama Romance,1951
2570,3476,Jacob's Ladder,Horror Mystery,99871,2291.0,, Horror Mystery,1990
2571,3477,Empire Records,Comedy Drama,112950,13531.0,, Comedy Drama,1995
2572,3478,"Bamba, La",Drama,93378,16620.0,, Drama,1987
2573,3479,Ladyhawke,Adventure Fantasy Romance,89457,526.0,, Adventure Fantasy Romance,1985
2574,3480,Lucas,Drama Romance,91445,13346.0,, Drama Romance,1986
2575,3481,High Fidelity,Comedy Drama Romance,146882,243.0,music Nick Hornby,music Nick Hornby Comedy Drama Romance,2000
2576,3483,"Road to El Dorado, The",Animation Children,138749,10501.0,, Animation Children,2000
2577,3484,"Skulls, The",Thriller,192614,11478.0,, Thriller,2000
2578,3489,Hook,Adventure Comedy Fantasy,102057,879.0,Peter Pan,Peter Pan Adventure Comedy Fantasy,1991
2579,3492,"Son of the Sheik, The",Adventure Comedy Romance,17416,85689.0,, Adventure Comedy Romance,1926
2580,3494,True Grit,Adventure Drama Western,65126,17529.0,, Adventure Drama Western,1969
2581,3497,Max Dugan Returns,Comedy,85919,1793.0,, Comedy,1983
2582,3498,Midnight Express,Drama,77928,11327.0,In Netflix queue,In Netflix queue Drama,1978
2583,3499,Misery,Drama Horror Thriller,100157,1700.0,claustrophobic horror scary stephen king suspenseful tense thriller,claustrophobic horror scary stephen king suspenseful tense thriller Drama Horror Thriller,1990
2584,3500,Mr. Saturday Night,Comedy Drama,104928,54087.0,, Comedy Drama,1992
2585,3501,Murphy's Romance,Comedy Romance,89643,34322.0,, Comedy Romance,1985
2586,3502,My Life,Drama,107630,41659.0,death,death Drama,1993
2587,3503,Solaris (Solyaris),Drama Mystery Sci-Fi,69293,593.0,, Drama Mystery Sci-Fi,1972
2588,3504,Network,Comedy Drama,74958,10774.0,journalism,journalism Comedy Drama,1976
2589,3505,No Way Out,Drama Mystery Thriller,93640,10083.0,, Drama Mystery Thriller,1987
2590,3506,North Dallas Forty,Comedy Drama,79640,29786.0,, Comedy Drama,1979
2591,3507,"Odd Couple, The",Comedy,63374,11356.0,In Netflix queue,In Netflix queue Comedy,1968
2592,3508,"Outlaw Josey Wales, The",Action Adventure Drama Thriller Western,75029,10747.0,, Action Adventure Drama Thriller Western,1976
2593,3510,Frequency,Drama Thriller,186151,10559.0,, Drama Thriller,2000
2594,3511,Ready to Rumble,Comedy,217756,20697.0,, Comedy,2000
2595,3512,Return to Me,Drama Romance,122459,2621.0,transplants,transplants Drama Romance,2000
2596,3513,Rules of Engagement,Drama Thriller,160797,10479.0,, Drama Thriller,2000
2597,3514,Joe Gould's Secret,Drama,172632,125709.0,, Drama,2000
2598,3515,Me Myself I,Comedy Romance,183503,49721.0,alternate endings,alternate endings Comedy Romance,2000
2599,3516,"Bell, Book and Candle",Comedy Fantasy Romance,51406,2006.0,, Comedy Fantasy Romance,1958
2600,3519,Force 10 from Navarone,Action Drama War,77572,17339.0,, Action Drama War,1978
2601,3521,Mystery Train,Comedy Drama,97940,11305.0,, Comedy Drama,1989
2602,3524,Arthur,Comedy Romance,82031,13665.0,, Comedy Romance,1981
2603,3525,Bachelor Party,Comedy,86927,12309.0,, Comedy,1984
2604,3526,Parenthood,Comedy Drama,98067,1552.0,families,families Comedy Drama,1989
2605,3527,Predator,Action Sci-Fi Thriller,93773,106.0,aliens sci-fi scifi cult aliens Arnold Schwarzenegger dialogue guns Jesse Ventura macho sci-fi scifi cult,aliens sci-fi scifi cult aliens Arnold Schwarzenegger dialogue guns Jesse Ventura macho sci-fi scifi cult Action Sci-Fi Thriller,1987
2606,3528,"Prince of Tides, The",Drama Romance,102713,10333.0,psychiatrist,psychiatrist Drama Romance,1991
2607,3529,"Postman Always Rings Twice, The",Crime Thriller,82934,11027.0,, Crime Thriller,1981
2608,3531,All the Vermeers in New York,Comedy Drama Romance,99014,123757.0,, Comedy Drama Romance,1990
2609,3534,28 Days,Drama,191754,10468.0,, Drama,2000
2610,3535,American Psycho,Crime Horror Mystery Thriller,144084,1359.0,, Crime Horror Mystery Thriller,2000
2611,3536,Keeping the Faith,Comedy Drama Romance,171433,4967.0,priest rabbi,priest rabbi Comedy Drama Romance,2000
2612,3537,Where the Money Is,Comedy Drama,149367,31776.0,, Comedy Drama,2000
2613,3538,East is East,Comedy,166175,10557.0,, Comedy,1999
2614,3539,"Filth and the Fury, The",Documentary,236216,27745.0,, Documentary,2000
2615,3543,Diner,Comedy Drama,83833,13776.0,, Comedy Drama,1982
2616,3544,Shakes the Clown,Comedy,102898,26291.0,, Comedy,1992
2617,3545,Cabaret,Drama Musical,68327,10784.0,, Drama Musical,1972
2618,3546,What Ever Happened to Baby Jane?,Drama Horror Thriller,56687,10242.0,show business,show business Drama Horror Thriller,1962
2619,3548,Auntie Mame,Comedy Drama,51383,16347.0,1920s,1920s Comedy Drama,1958
2620,3549,Guys and Dolls,Comedy Musical Romance,48140,4825.0,Gambling,Gambling Comedy Musical Romance,1955
2621,3550,The Hunger,Horror,85701,11654.0,, Horror,1983
2622,3551,Marathon Man,Crime Drama Thriller,74860,10518.0,, Crime Drama Thriller,1976
2623,3552,Caddyshack,Comedy,80487,11977.0,golf,golf Comedy,1980
2624,3553,Gossip,Drama Thriller,176783,18041.0,, Drama Thriller,2000
2625,3554,Love and Basketball,Drama Romance,199725,14736.0,, Drama Romance,2000
2626,3555,U-571,Action Thriller War,141926,3536.0,, Action Thriller War,2000
2627,3556,"Virgin Suicides, The",Drama Romance,159097,1443.0,sofia coppola 1970s suicide,sofia coppola 1970s suicide Drama Romance,1999
2628,3557,Jennifer 8,Mystery Thriller,104549,10424.0,, Mystery Thriller,1992
2629,3559,Limelight,Comedy Drama Romance,44837,28971.0,In Netflix queue,In Netflix queue Comedy Drama Romance,1952
2630,3563,"Crow: Salvation, The",Action Horror,132910,9456.0,, Action Horror,2000
2631,3564,"Flintstones in Viva Rock Vegas, The",Children Comedy,158622,889.0,, Children Comedy,2000
2632,3565,Where the Heart Is,Comedy Drama,198021,10564.0,, Comedy Drama,2000
2633,3566,"Big Kahuna, The",Comedy Drama,189584,15723.0,business religion,business religion Comedy Drama,2000
2634,3569,"Idiots, The (Idioterne)",Comedy Drama,154421,452.0,, Comedy Drama,1998
2635,3571,Time Code,Comedy Drama,220100,36234.0,, Comedy Drama,2000
2636,3572,Carnosaur,Horror Sci-Fi,106521,39283.0,, Horror Sci-Fi,1993
2637,3573,Carnosaur 2,Horror Sci-Fi,112634,65460.0,, Horror Sci-Fi,1995
2638,3574,Carnosaur 3: Primal Species,Horror Sci-Fi,115834,55667.0,, Horror Sci-Fi,1996
2639,3576,"Hidden, The",Action Horror Sci-Fi,93185,12476.0,, Action Horror Sci-Fi,1987
2640,3577,Two Moon Junction,Drama Romance,96324,5241.0,, Drama Romance,1988
2641,3578,Gladiator,Action Adventure Drama,172495,98.0,ancient Rome Epic history imdb top 250 revenge Rome Russell Crowe Romans,ancient Rome Epic history imdb top 250 revenge Rome Russell Crowe Romans Action Adventure Drama,2000
2642,3580,Up at the Villa,Drama,153464,47724.0,, Drama,2000
2643,3581,Human Traffic,Comedy,188674,11129.0,, Comedy,1999
2644,3584,Breathless,Action Drama Romance Thriller,85276,1058.0,, Action Drama Romance Thriller,1983
2645,3586,The Idolmaker,Drama Romance,80913,42159.0,, Drama Romance,1980
2646,3587,Inferno,Horror,80923,16395.0,, Horror,1980
2647,3590,"Lords of Flatbush, The",Comedy Drama,71772,38925.0,, Comedy Drama,1974
2648,3591,Mr. Mom,Comedy Drama,85970,13105.0,, Comedy Drama,1983
2649,3592,"Time Masters (Maîtres du temps, Les)",Animation Sci-Fi,84315,22501.0,, Animation Sci-Fi,1982
2650,3593,Battlefield Earth,Action Sci-Fi,185183,5491.0,, Action Sci-Fi,2000
2651,3594,Center Stage,Drama Musical,210616,10560.0,, Drama Musical,2000
2652,3596,Screwed,Comedy,156323,19419.0,, Comedy,2000
2653,3597,Whipped,Comedy,174336,23531.0,, Comedy,2000
2654,3598,Hamlet,Crime Drama Romance Thriller,171359,10688.0,, Crime Drama Romance Thriller,2000
2655,3599,Anchors Aweigh,Comedy Musical,37514,17889.0,, Comedy Musical,1945
2656,3604,Gypsy,Musical,56048,39391.0,, Musical,1962
2657,3606,On the Town,Comedy Musical Romance,41716,31516.0,, Comedy Musical Romance,1949
2658,3608,Pee-wee's Big Adventure,Adventure Comedy,89791,5683.0,Pee Wee Herman,Pee Wee Herman Adventure Comedy,1985
2659,3609,Regret to Inform,Documentary,181786,113279.0,, Documentary,1998
2660,3614,Honeymoon in Vegas,Comedy Romance,104438,12518.0,, Comedy Romance,1992
2661,3615,Dinosaur,Adventure Animation Children,130623,10567.0,, Adventure Animation Children,2000
2662,3616,Loser,Comedy Romance,217630,10642.0,, Comedy Romance,2000
2663,3617,Road Trip,Comedy,215129,9285.0,, Comedy,2000
2664,3618,Small Time Crooks,Comedy Crime,196216,10569.0,, Comedy Crime,2000
2665,3619,"Hollywood Knights, The",Comedy,80881,21879.0,, Comedy,1980
2666,3622,"Twelve Chairs, The",Comedy,66495,24918.0,, Comedy,1970
2667,3623,Mission: Impossible II,Action Adventure Thriller,120755,955.0,, Action Adventure Thriller,2000
2668,3624,Shanghai Noon,Action Adventure Comedy Western,184894,8584.0,, Action Adventure Comedy Western,2000
2669,3625,Better Living Through Circuitry,Documentary,207998,47295.0,, Documentary,1999
2670,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),Comedy,154443,11332.0,, Comedy,1999
2671,3627,Carnival of Souls,Horror Thriller,55830,16093.0,, Horror Thriller,1962
2672,3628,Flying Tigers,Action Drama Romance War,34742,29372.0,, Action Drama Romance War,1942
2673,3629,"Gold Rush, The",Adventure Comedy Romance,15864,962.0,mining,mining Adventure Comedy Romance,1925
2674,3632,Monsieur Verdoux,Comedy Crime,39631,30588.0,, Comedy Crime,1947
2675,3633,On Her Majesty's Secret Service,Action Adventure Romance Thriller,64757,668.0,, Action Adventure Romance Thriller,1969
2676,3634,Seven Days in May,Thriller,58576,23518.0,, Thriller,1964
2677,3635,"Spy Who Loved Me, The",Action Adventure Thriller,76752,691.0,, Action Adventure Thriller,1977
2678,3637,Vagabond (Sans toit ni loi),Drama,89960,44018.0,, Drama,1985
2679,3638,Moonraker,Action Adventure Sci-Fi Thriller,79574,698.0,, Action Adventure Sci-Fi Thriller,1979
2680,3639,"Man with the Golden Gun, The",Action Adventure Thriller,71807,682.0,, Action Adventure Thriller,1974
2681,3640,"King in New York, A",Comedy Drama,50598,28973.0,, Comedy Drama,1957
2682,3641,"Woman of Paris, A",Drama,14624,28974.0,, Drama,1923
2683,3643,"Fighting Seabees, The",Action Drama War,36824,22994.0,, Action Drama War,1944
2684,3646,Big Momma's House,Comedy,208003,9600.0,, Comedy,2000
2685,3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Horror Sci-Fi,50095,38006.0,, Horror Sci-Fi,1957
2686,3649,American Gigolo,Drama,80365,2768.0,, Drama,1980
2687,3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",Horror,81318,24920.0,, Horror,1980
2688,3653,"Endless Summer, The",Documentary,60371,21.0,, Documentary,1966
2689,3654,"Guns of Navarone, The",Action Adventure Drama War,54953,10911.0,, Action Adventure Drama War,1961
2690,3655,Blow-Out (La grande bouffe),Drama,70130,10102.0,, Drama,1973
2691,3658,Quatermass and the Pit,Horror Sci-Fi,62168,26912.0,, Horror Sci-Fi,1967
2692,3660,Puppet Master,Horror Sci-Fi Thriller,98143,26953.0,, Horror Sci-Fi Thriller,1989
2693,3661,Puppet Master II,Horror Sci-Fi Thriller,100438,26954.0,, Horror Sci-Fi Thriller,1991
2694,3662,Puppet Master III: Toulon's Revenge,Horror Sci-Fi Thriller,102728,26956.0,, Horror Sci-Fi Thriller,1991
2695,3663,Puppet Master 4,Horror Sci-Fi Thriller,107899,26957.0,, Horror Sci-Fi Thriller,1993
2696,3664,Puppet Master 5: The Final Chapter,Horror Sci-Fi Thriller,110916,26958.0,, Horror Sci-Fi Thriller,1994
2697,3667,Rent-A-Cop,Action Comedy Crime,95977,80287.0,, Action Comedy Crime,1988
2698,3668,Romeo and Juliet,Drama Romance,63518,6003.0,, Drama Romance,1968
2699,3669,Stay Tuned,Comedy,105466,23939.0,, Comedy,1992
2700,3671,Blazing Saddles,Comedy Western,71230,11072.0,dark humor easygoing silly,dark humor easygoing silly Comedy Western,1974
2701,3672,Benji,Adventure Children,71206,23069.0,, Adventure Children,1974
2702,3673,Benji the Hunted,Adventure Children,92638,21299.0,, Adventure Children,1987
2703,3674,For the Love of Benji,Adventure Children Comedy Drama,76044,38802.0,, Adventure Children Comedy Drama,1977
2704,3675,White Christmas,Comedy Musical Romance,47673,13368.0,Christmas,Christmas Comedy Musical Romance,1954
2705,3676,Eraserhead,Drama Horror,74486,985.0,In Netflix queue art house Atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory Insane paranoid strange surreal weird,In Netflix queue art house Atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory Insane paranoid strange surreal weird Drama Horror,1977
2706,3677,Baraka,Documentary,103767,14002.0,, Documentary,1992
2707,3678,"Man with the Golden Arm, The",Drama,48347,541.0,, Drama,1955
2708,3679,"Decline of Western Civilization, The",Documentary Musical,82252,21137.0,, Documentary Musical,1981
2709,3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,94980,36724.0,, Documentary,1988
2710,3681,For a Few Dollars More (Per qualche dollaro in più),Action Drama Thriller Western,59578,938.0,, Action Drama Thriller Western,1965
2711,3682,Magnum Force,Action Crime Drama Thriller,70355,10648.0,, Action Crime Drama Thriller,1973
2712,3683,Blood Simple,Crime Drama Film-Noir,86979,11368.0,Coen Brothers,Coen Brothers Crime Drama Film-Noir,1984
2713,3684,"Fabulous Baker Boys, The",Drama Romance,97322,10875.0,, Drama Romance,1989
2714,3685,Prizzi's Honor,Comedy Drama Romance,89841,2075.0,, Comedy Drama Romance,1985
2715,3686,Flatliners,Horror Sci-Fi Thriller,99582,1551.0,, Horror Sci-Fi Thriller,1990
2716,3687,Light Years (Gandahar),Adventure Animation Fantasy Sci-Fi,95525,22500.0,, Adventure Animation Fantasy Sci-Fi,1988
2717,3688,Porky's,Comedy,84522,10246.0,, Comedy,1982
2718,3689,Porky's II: The Next Day,Comedy,86129,19698.0,, Comedy,1983
2719,3690,Porky's Revenge,Comedy,89826,23919.0,, Comedy,1985
2720,3691,Private School,Comedy,86143,18835.0,, Comedy,1983
2721,3692,Class of Nuke 'Em High,Comedy Horror,90849,26554.0,, Comedy Horror,1986
2722,3693,"Toxic Avenger, The",Comedy Horror,90190,15239.0,, Comedy Horror,1985
2723,3694,"Toxic Avenger, Part II, The",Comedy Horror,98503,28165.0,, Comedy Horror,1989
2724,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy Horror,98502,28169.0,, Comedy Horror,1989
2725,3696,Night of the Creeps,Comedy Horror Sci-Fi Thriller,91630,15762.0,, Comedy Horror Sci-Fi Thriller,1986
2726,3697,Predator 2,Action Sci-Fi Thriller,100403,169.0,, Action Sci-Fi Thriller,1990
2727,3698,"Running Man, The",Action Sci-Fi,93894,865.0,, Action Sci-Fi,1987
2728,3699,Starman,Adventure Drama Romance Sci-Fi,88172,9663.0,, Adventure Drama Romance Sci-Fi,1984
2729,3700,"Brother from Another Planet, The",Drama Sci-Fi,87004,26889.0,, Drama Sci-Fi,1984
2730,3701,Alien Nation,Crime Drama Sci-Fi Thriller,94631,10128.0,, Crime Drama Sci-Fi Thriller,1988
2731,3702,Mad Max,Action Adventure Sci-Fi,79501,9659.0,, Action Adventure Sci-Fi,1979
2732,3703,"Road Warrior, The (Mad Max 2)",Action Adventure Sci-Fi Thriller,82694,8810.0,, Action Adventure Sci-Fi Thriller,1981
2733,3704,Mad Max Beyond Thunderdome,Action Adventure Sci-Fi,89530,9355.0,, Action Adventure Sci-Fi,1985
2734,3705,Bird on a Wire,Action Comedy Romance,99141,1727.0,, Action Comedy Romance,1990
2735,3706,Angel Heart,Film-Noir Horror Mystery Thriller,92563,635.0,, Film-Noir Horror Mystery Thriller,1987
2736,3707,9 1/2 Weeks (Nine 1/2 Weeks),Drama Romance,91635,10068.0,, Drama Romance,1986
2737,3708,Firestarter,Horror Thriller,87262,11495.0,, Horror Thriller,1984
2738,3709,Sleepwalkers,Horror,105428,11428.0,, Horror,1992
2739,3710,Action Jackson,Action Comedy Crime Thriller,94612,10117.0,, Action Comedy Crime Thriller,1988
2740,3711,Sarafina!,Drama,105316,35936.0,, Drama,1992
2741,3712,Soapdish,Comedy,102951,25562.0,television,television Comedy,1991
2742,3713,"Long Walk Home, The",Drama,100046,51763.0,, Drama,1990
2743,3714,Clara's Heart,Drama,94882,73079.0,, Drama,1988
2744,3715,Burglar,Comedy Crime,92710,38921.0,, Comedy Crime,1987
2745,3716,Fatal Beauty,Action Comedy Crime Drama,93011,35463.0,, Action Comedy Crime Drama,1987
2746,3717,Gone in 60 Seconds,Action Crime,187078,9679.0,, Action Crime,2000
2747,3719,Love's Labour's Lost,Comedy Romance,182295,51333.0,, Comedy Romance,2000
2748,3720,Sunshine,Drama,145503,17771.0,, Drama,1999
2749,3723,Hamlet,Drama,99726,10264.0,Shakespeare,Shakespeare Drama,1990
2750,3724,Coming Home,Drama War,77362,31657.0,Vietnam,Vietnam Drama War,1978
2751,3725,American Pop,Animation Musical,82009,29204.0,, Animation Musical,1981
2752,3726,Assault on Precinct 13,Action Thriller,74156,17814.0,, Action Thriller,1976
2753,3727,Near Dark,Horror Western,93605,11879.0,, Horror Western,1987
2754,3728,One False Move,Crime Drama Film-Noir Thriller,102592,21128.0,, Crime Drama Film-Noir Thriller,1992
2755,3729,Shaft,Action Crime Drama Thriller,67741,482.0,, Action Crime Drama Thriller,1971
2756,3730,"Conversation, The",Drama Mystery,71360,592.0,spying,spying Drama Mystery,1974
2757,3731,Cutter's Way,Drama Thriller,82220,31593.0,, Drama Thriller,1981
